API Issues;1;A problem has been detected in order to update offers using SubmitOfferPackage from API from S37. Our technical teams are mobilized on the subject.;IN PROGRESS;T3 2022
;2;A problem has been detected to get stock using GetProductStockList from API from S37. Our technical teams are mobilized on the subject.;IN PROGRESS;T3 2022
